Year,GEO,Income concept,Economic family type,GINI
1976,New Brunswick,Total income,"Female lone-parent families, one earner",0.222
1976,New Brunswick,Total income,"Female lone-parent families, two or more earners",
1976,New Brunswick,Total income,Other non-elderly families,
1976,New Brunswick,Total income,Unattached individuals,0.449
1976,New Brunswick,Total income,Elderly males,
1976,New Brunswick,Total income,"Elderly males, non-earner",
1976,New Brunswick,Total income,"Elderly males, earner",
1976,New Brunswick,Total income,Elderly females,0.279
1976,New Brunswick,Total income,"Elderly females, non-earner",
1976,New Brunswick,Total income,"Elderly females, earner",
1976,New Brunswick,Total income,Non-elderly males,0.426
1976,New Brunswick,Total income,"Non-elderly males, non-earner",
1976,New Brunswick,Total income,"Non-elderly males, earner",0.391
1976,New Brunswick,Total income,Non-elderly females,0.507
1976,New Brunswick,Total income,"Non-elderly females, non-earner",
1976,New Brunswick,Total income,"Non-elderly females, earner",
1976,New Brunswick,After-tax income,All family units,0.342
1976,New Brunswick,After-tax income,"Economic families, two persons or more",0.283
1976,New Brunswick,After-tax income,Elderly families,0.288
1976,New Brunswick,After-tax income,Elderly married couples,0.269
1976,New Brunswick,After-tax income,Other elderly families,0.264
1976,New Brunswick,After-tax income,Non-elderly families,0.269
1976,New Brunswick,After-tax income,Married couples,0.253
1976,New Brunswick,After-tax income,"Married couples, no earners",
1976,New Brunswick,After-tax income,"Married couples, one earner",0.232
1976,New Brunswick,After-tax income,"Married couples, two earners",0.189
1976,New Brunswick,After-tax income,Two-parent families with children,0.253
1976,New Brunswick,After-tax income,"Two-parent families with children, no earners",
1976,New Brunswick,After-tax income,"Two-parent families with children, one earner",0.226
1976,New Brunswick,After-tax income,"Two-parent families with children, two earners",0.229
1976,New Brunswick,After-tax income,"Two-parent families with children, three or more earners",0.195
1976,New Brunswick,After-tax income,Married couples with other relatives,0.215
1976,New Brunswick,After-tax income,Lone-parent families,0.29
1976,New Brunswick,After-tax income,Male lone-parent families,
1976,New Brunswick,After-tax income,Female lone-parent families,0.28
1976,New Brunswick,After-tax income,"Female lone-parent families, no earners",
1976,New Brunswick,After-tax income,"Female lone-parent families, one earner",0.217
1976,New Brunswick,After-tax income,"Female lone-parent families, two or more earners",
1976,New Brunswick,After-tax income,Other non-elderly families,
1976,New Brunswick,After-tax income,Unattached individuals,0.415
1976,New Brunswick,After-tax income,Elderly males,
1976,New Brunswick,After-tax income,"Elderly males, non-earner",
1976,New Brunswick,After-tax income,"Elderly males, earner",
1976,New Brunswick,After-tax income,Elderly females,0.264
1976,New Brunswick,After-tax income,"Elderly females, non-earner",
1976,New Brunswick,After-tax income,"Elderly females, earner",
1976,New Brunswick,After-tax income,Non-elderly males,0.386
1976,New Brunswick,After-tax income,"Non-elderly males, non-earner",
1976,New Brunswick,After-tax income,"Non-elderly males, earner",0.356
1976,New Brunswick,After-tax income,Non-elderly females,0.493
1976,New Brunswick,After-tax income,"Non-elderly females, non-earner",
1976,New Brunswick,After-tax income,"Non-elderly females, earner",
1976,Quebec,Market income,All family units,0.443
1976,Quebec,Market income,"Economic families, two persons or more",0.383
1976,Quebec,Market income,Elderly families,0.593
1976,Quebec,Market income,Elderly married couples,0.66
1976,Quebec,Market income,Other elderly families,0.484
1976,Quebec,Market income,Non-elderly families,0.349
1976,Quebec,Market income,Married couples,0.316
1976,Quebec,Market income,"Married couples, no earners",
1976,Quebec,Market income,"Married couples, one earner",0.413
1976,Quebec,Market income,"Married couples, two earners",0.224
1976,Quebec,Market income,Two-parent families with children,0.327
1976,Quebec,Market income,"Two-parent families with children, no earners",
1976,Quebec,Market income,"Two-parent families with children, one earner",0.332
1976,Quebec,Market income,"Two-parent families with children, two earners",0.286
1976,Quebec,Market income,"Two-parent families with children, three or more earners",0.245
1976,Quebec,Market income,Married couples with other relatives,0.275
1976,Quebec,Market income,Lone-parent families,0.576
1976,Quebec,Market income,Male lone-parent families,
1976,Quebec,Market income,Female lone-parent families,0.589
1976,Quebec,Market income,"Female lone-parent families, no earners",0.857
1976,Quebec,Market income,"Female lone-parent families, one earner",0.473
1976,Quebec,Market income,"Female lone-parent families, two or more earners",0.248
1976,Quebec,Market income,Other non-elderly families,0.423
1976,Quebec,Market income,Unattached individuals,0.561
1976,Quebec,Market income,Elderly males,0.849
1976,Quebec,Market income,"Elderly males, non-earner",0.793
1976,Quebec,Market income,"Elderly males, earner",
1976,Quebec,Market income,Elderly females,0.747
1976,Quebec,Market income,"Elderly females, non-earner",0.721
1976,Quebec,Market income,"Elderly females, earner",
1976,Quebec,Market income,Non-elderly males,0.475
1976,Quebec,Market income,"Non-elderly males, non-earner",0.965
1976,Quebec,Market income,"Non-elderly males, earner",0.367
1976,Quebec,Market income,Non-elderly females,0.478
1976,Quebec,Market income,"Non-elderly females, non-earner",0.78
1976,Quebec,Market income,"Non-elderly females, earner",0.348
1976,Quebec,Total income,All family units,0.382
1976,Quebec,Total income,"Economic families, two persons or more",0.325
1976,Quebec,Total income,Elderly families,0.351
1976,Quebec,Total income,Elderly married couples,0.332
1976,Quebec,Total income,Other elderly families,0.311
1976,Quebec,Total income,Non-elderly families,0.311
1976,Quebec,Total income,Married couples,0.289
1976,Quebec,Total income,"Married couples, no earners",
1976,Quebec,Total income,"Married couples, one earner",0.387
1976,Quebec,Total income,"Married couples, two earners",0.204
1976,Quebec,Total income,Two-parent families with children,0.295
1976,Quebec,Total income,"Two-parent families with children, no earners",
1976,Quebec,Total income,"Two-parent families with children, one earner",0.29
1976,Quebec,Total income,"Two-parent families with children, two earners",0.261
1976,Quebec,Total income,"Two-parent families with children, three or more earners",0.219
1976,Quebec,Total income,Married couples with other relatives,0.246
1976,Quebec,Total income,Lone-parent families,0.378
1976,Quebec,Total income,Male lone-parent families,
1976,Quebec,Total income,Female lone-parent families,0.356
1976,Quebec,Total income,"Female lone-parent families, no earners",0.224
1976,Quebec,Total income,"Female lone-parent families, one earner",0.328
1976,Quebec,Total income,"Female lone-parent families, two or more earners",0.175
1976,Quebec,Total income,Other non-elderly families,0.341
1976,Quebec,Total income,Unattached individuals,0.424
1976,Quebec,Total income,Elderly males,0.341
1976,Quebec,Total income,"Elderly males, non-earner",0.159
1976,Quebec,Total income,"Elderly males, earner",
1976,Quebec,Total income,Elderly females,0.27
1976,Quebec,Total income,"Elderly females, non-earner",0.208
1976,Quebec,Total income,"Elderly females, earner",
1976,Quebec,Total income,Non-elderly males,0.424
1976,Quebec,Total income,"Non-elderly males, non-earner",0.536
1976,Quebec,Total income,"Non-elderly males, earner",0.35
1976,Quebec,Total income,Non-elderly females,0.393
1976,Quebec,Total income,"Non-elderly females, non-earner",0.36
1976,Quebec,Total income,"Non-elderly females, earner",0.323
1976,Quebec,After-tax income,All family units,0.353
1976,Quebec,After-tax income,"Economic families, two persons or more",0.295
1976,Quebec,After-tax income,Elderly families,0.317
1976,Quebec,After-tax income,Elderly married couples,0.293
1976,Quebec,After-tax income,Other elderly families,0.284
1976,Quebec,After-tax income,Non-elderly families,0.283
1976,Quebec,After-tax income,Married couples,0.26
1976,Quebec,After-tax income,"Married couples, no earners",
1976,Quebec,After-tax income,"Married couples, one earner",0.331
1976,Quebec,After-tax income,"Married couples, two earners",0.186
1976,Quebec,After-tax income,Two-parent families with children,0.268
1976,Quebec,After-tax income,"Two-parent families with children, no earners",
1976,Quebec,After-tax income,"Two-parent families with children, one earner",0.25
1976,Quebec,After-tax income,"Two-parent families with children, two earners",0.238
1976,Quebec,After-tax income,"Two-parent families with children, three or more earners",0.186
1976,Quebec,After-tax income,Married couples with other relatives,0.226
1976,Quebec,After-tax income,Lone-parent families,0.35
1976,Quebec,After-tax income,Male lone-parent families,
1976,Quebec,After-tax income,Female lone-parent families,0.333
1976,Quebec,After-tax income,"Female lone-parent families, no earners",0.22
1976,Quebec,After-tax income,"Female lone-parent families, one earner",0.291
1976,Quebec,After-tax income,"Female lone-parent families, two or more earners",0.169
1976,Quebec,After-tax income,Other non-elderly families,0.303
1976,Quebec,After-tax income,Unattached individuals,0.387
1976,Quebec,After-tax income,Elderly males,0.267
1976,Quebec,After-tax income,"Elderly males, non-earner",0.157
1976,Quebec,After-tax income,"Elderly males, earner",
1976,Quebec,After-tax income,Elderly females,0.259
1976,Quebec,After-tax income,"Elderly females, non-earner",0.206
1976,Quebec,After-tax income,"Elderly females, earner",
1976,Quebec,After-tax income,Non-elderly males,0.391
1976,Quebec,After-tax income,"Non-elderly males, non-earner",0.524
1976,Quebec,After-tax income,"Non-elderly males, earner",0.317
1976,Quebec,After-tax income,Non-elderly females,0.366
1976,Quebec,After-tax income,"Non-elderly females, non-earner",0.352
1976,Quebec,After-tax income,"Non-elderly females, earner",0.302
1976,Ontario,Market income,All family units,0.438
